name,species,Solar,wavelength,expot,loggf,EW,logeps,ul
lmc124,26.0,7.5,5151.911,1.01,-3.32,69.45,4.713,0.0
lmc124,26.0,7.5,5166.282,0.0,-4.12,109.32,4.728,0.0
lmc124,26.0,7.5,5171.596,1.484,-1.72,122.56,4.44,0.0
lmc124,26.0,7.5,5194.942,1.556,-2.02,91.59,4.382,0.0
lmc124,26.0,7.5,5202.336,2.174,-1.87,54.44,4.538,0.0
lmc124,26.0,7.5,5216.274,1.607,-2.08,97.73,4.587,0.0
lmc124,26.0,7.5,5225.525,0.11,-4.75,71.17,5.007,0.0
lmc124,26.0,7.5,5227.19,1.556,-1.23,162.43,4.691,0.0
lmc124,26.0,7.5,5250.646,2.196,-2.18,30.09,4.506,0.0
lmc124,26.0,7.5,5254.956,0.11,-4.76,70.37,5.003,0.0
lmc124,26.0,7.5,5283.621,3.239,-0.45,65.61,4.58,0.0
lmc124,26.0,7.5,5302.303,3.281,-0.73,26.28,4.321,0.0
lmc124,26.0,7.5,5324.179,3.211,-0.11,72.95,4.294,0.0
lmc124,26.0,7.5,5328.532,1.556,-1.85,112.15,4.479,0.0
lmc124,26.0,7.5,5339.929,3.263,-0.63,53.05,4.622,0.0
lmc124,26.0,7.5,5341.024,1.607,-1.95,107.74,4.579,0.0
lmc124,26.0,7.5,5371.489,0.957,-1.64,161.03,4.252,0.0
lmc124,26.0,7.5,5393.168,3.241,-0.72,31.9,4.362,0.0
lmc124,26.0,7.5,5397.128,0.914,-1.98,150.63,4.361,0.0
lmc124,26.0,7.5,5405.775,0.989,-1.85,158.87,4.462,0.0
lmc124,26.0,7.5,5429.696,0.957,-1.88,149.38,4.29,0.0
lmc124,26.0,7.5,5434.524,1.01,-2.13,137.01,4.416,0.0
lmc124,26.0,7.5,5497.516,1.01,-2.83,114.36,4.762,0.0
lmc124,26.0,7.5,5501.465,0.957,-3.05,92.98,4.627,0.0
lmc124,26.0,7.5,5506.779,0.989,-2.79,107.79,4.603,0.0
lmc124,26.0,7.5,5572.842,3.394,-0.28,62.05,4.534,0.0
lmc124,26.0,7.5,5586.756,3.366,-0.11,53.47,4.218,0.0
lmc124,26.0,7.5,5615.644,3.332,0.04,71.69,4.256,0.0
lmc124,26.0,7.5,5624.542,3.414,-0.76,19.53,4.342,0.0
lmc124,26.0,7.5,6265.134,2.174,-2.54,23.11,4.63,0.0
lmc124,26.0,7.5,6335.33,2.196,-2.18,46.24,4.681,0.0
lmc124,26.0,7.5,6411.649,3.651,-0.59,25.24,4.553,0.0
lmc124,26.0,7.5,6430.846,2.174,-1.95,69.54,4.706,0.0
lmc124,26.1,7.5,4178.855,2.583,-2.51,50.27,4.441,0.0
lmc124,26.1,7.5,4233.163,2.583,-2.02,85.54,4.45,0.0
lmc124,26.1,7.5,4416.818,2.778,-2.57,32.55,4.436,0.0
lmc124,26.1,7.5,4491.4,2.856,-2.71,26.01,4.54,0.0
lmc124,26.1,7.5,4508.281,2.856,-2.42,58.54,4.77,0.0
lmc124,26.1,7.5,4515.334,2.844,-2.6,41.54,4.692,0.0
lmc124,26.1,7.5,4520.221,2.807,-2.65,39.91,4.668,0.0
lmc124,26.1,7.5,4522.628,2.844,-2.29,66.3,4.735,0.0
lmc124,26.1,7.5,4555.888,2.828,-2.4,46.55,4.546,0.0
lmc124,26.1,7.5,4576.328,2.844,-2.95,22.12,4.673,0.0
lmc124,26.1,7.5,4583.829,2.807,-1.94,80.01,4.52,0.0
lmc124,26.1,7.5,4629.332,2.807,-2.26,57.33,4.528,0.0
lmc124,26.1,7.5,4923.922,2.891,-1.26,96.65,4.141,0.0
lmc124,26.1,7.5,5018.435,2.891,-1.1,135.05,4.561,0.0
lmc124,26.1,7.5,5197.568,3.23,-2.22,47.66,4.825,0.0
lmc124,26.1,7.5,5234.624,3.221,-2.18,56.48,4.9,0.0
lmc124,27.0,4.99,4119.0,nan,nan,nan,1.901,0.0
lmc124,27.0,4.99,4121.0,nan,nan,nan,1.663,0.0
lmc124,28.0,6.22,4714.417,3.377,0.25,20.34,3.077,0.0
lmc124,28.0,6.22,4866.271,3.536,-0.22,9.3,3.349,0.0
lmc124,28.0,6.22,5137.074,1.675,-1.94,40.41,3.516,0.0
lmc124,28.0,6.22,5476.904,1.825,-0.78,85.99,3.106,0.0
lmc124,28.0,6.22,6643.63,1.675,-2.22,26.96,3.463,0.0
lmc124,38.1,2.87,4078.0,nan,nan,nan,-0.119,0.0
lmc124,38.1,2.87,4215.0,nan,nan,nan,-0.167,0.0
lmc124,39.1,2.21,4397.0,nan,nan,nan,-0.945,0.0
lmc124,39.1,2.21,4884.0,nan,nan,nan,-0.849,0.0
lmc124,40.1,2.58,4208.0,nan,nan,nan,0.322,1.0
lmc124,56.1,2.18,4554.0,nan,nan,nan,-1.701,0.0
lmc124,56.1,2.18,4933.0,nan,nan,nan,-1.601,0.0
lmc124,56.1,2.18,6142.0,nan,nan,nan,-1.329,0.0
lmc124,56.1,2.18,6496.0,nan,nan,nan,-1.247,0.0
lmc124,57.1,1.1,4086.0,nan,nan,nan,-1.64,1.0
lmc124,57.1,1.1,4122.0,nan,nan,nan,-1.26,1.0
lmc124,57.1,1.1,4334.0,nan,nan,nan,-1.545,1.0
lmc124,57.1,1.1,4922.0,nan,nan,nan,-1.21,1.0
lmc124,63.1,0.52,4129.0,nan,nan,nan,-1.984,1.0
lmc124,63.1,0.52,4205.0,nan,nan,nan,-1.943,1.0
lmc124,106.0,8.43,4310.0,nan,nan,nan,5.095,0.0
lmc124,106.0,8.43,4323.0,nan,nan,nan,5.157,0.0
lmc206,11.0,6.24,5895.924,0.0,-0.194,163.25,3.525,0.0
lmc206,12.0,7.6,4571.096,0.0,-5.623,74.64,5.155,0.0
lmc206,12.0,7.6,4702.991,4.346,-0.44,49.76,4.815,0.0
lmc206,13.0,6.45,3962.0,nan,nan,nan,3.508,0.0
lmc206,14.0,7.51,3906.0,nan,nan,nan,4.846,0.0
lmc206,20.0,6.34,4454.779,1.899,0.258,70.03,3.407,0.0
lmc206,20.0,6.34,4455.887,1.899,-0.518,39.07,3.743,0.0
lmc206,20.0,6.34,6102.723,1.879,-0.793,44.38,3.983,0.0
lmc206,20.0,6.34,6122.217,1.886,-0.316,86.91,4.069,0.0
lmc206,20.0,6.34,6162.173,1.899,-0.09,84.5,3.826,0.0
lmc206,20.0,6.34,6439.075,2.524,0.47,67.86,3.796,0.0
lmc206,21.1,3.15,4246.0,nan,nan,nan,0.25,0.0
lmc206,21.1,3.15,4313.0,nan,nan,nan,0.112,0.0
lmc206,21.1,3.15,4324.0,nan,nan,nan,0.247,0.0
lmc206,21.1,3.15,4399.0,nan,nan,nan,0.202,0.0
lmc206,21.1,3.15,4415.0,nan,nan,nan,0.592,0.0
lmc206,22.1,4.95,4330.698,1.179,-2.09,32.84,2.402,0.0
lmc206,22.1,4.95,4394.059,1.22,-1.77,65.9,2.609,0.0
lmc206,22.1,4.95,4395.031,1.083,-0.54,123.98,2.142,0.0
lmc206,22.1,4.95,4399.765,1.236,-1.2,69.57,2.107,0.0
lmc206,22.1,4.95,4418.331,1.236,-1.99,45.4,2.561,0.0
lmc206,22.1,4.95,4443.801,1.079,-0.71,127.32,2.354,0.0
lmc206,22.1,4.95,4444.554,1.115,-2.2,41.47,2.565,0.0
lmc206,22.1,4.95,4450.482,1.083,-1.52,85.83,2.465,0.0
lmc206,22.1,4.95,4468.493,1.13,-0.63,126.08,2.306,0.0
lmc206,22.1,4.95,4501.27,1.115,-0.77,128.38,2.461,0.0
lmc206,22.1,4.95,4529.48,1.571,-1.75,30.37,2.466,0.0
lmc206,22.1,4.95,4571.971,1.571,-0.31,125.96,2.496,0.0
lmc206,22.1,4.95,5336.786,1.581,-1.6,47.52,2.54,0.0
lmc206,23.0,3.93,4379.0,nan,nan,nan,1.242,1.0
lmc206,23.0,3.93,4384.0,nan,nan,nan,1.624,1.0
lmc206,23.1,3.93,3952.0,nan,nan,nan,2.881,1.0
lmc206,23.1,3.93,4006.0,nan,nan,nan,1.901,1.0
lmc206,24.0,5.64,4646.162,1.029,-0.74,49.31,2.786,0.0
lmc206,24.0,5.64,5206.023,0.941,0.02,103.17,2.61,0.0
lmc206,24.0,5.64,5409.783,1.029,-0.67,86.14,3.141,0.0
lmc206,25.0,5.43,4753.0,nan,nan,nan,2.65,1.0
lmc206,25.0,5.43,4762.0,nan,nan,nan,2.878,1.0
lmc206,25.0,5.43,4782.0,nan,nan,nan,2.524,1.0
lmc206,25.0,5.43,4824.0,nan,nan,nan,2.745,1.0
lmc206,26.0,7.5,3753.611,2.174,-0.89,101.74,4.749,0.0
lmc206,26.0,7.5,4073.762,3.263,-0.97,60.94,5.353,0.0
lmc206,26.0,7.5,4147.669,1.484,-2.07,81.24,4.619,0.0
lmc206,26.0,7.5,4152.169,0.957,-3.16,57.45,4.731,0.0
lmc206,26.0,7.5,4174.913,0.914,-2.94,70.31,4.632,0.0
lmc206,26.0,7.5,4187.039,2.45,-0.56,114.9,4.833,0.0
lmc206,26.0,7.5,4199.095,3.045,0.17,89.94,4.387,0.0
lmc206,26.0,7.5,4216.184,0.0,-3.36,120.42,4.772,0.0
lmc206,26.0,7.5,4233.603,2.482,-0.6,79.92,4.307,0.0
lmc206,26.0,7.5,4282.403,2.174,-0.78,128.01,4.995,0.0
lmc206,26.0,7.5,4291.463,0.052,-4.08,117.26,5.466,0.0
lmc206,26.0,7.5,4337.046,1.556,-1.7,102.73,4.648,0.0
lmc206,26.0,7.5,4389.245,0.052,-4.55,67.05,5.112,0.0
lmc206,26.0,7.5,4408.414,2.196,-1.74,82.09,5.11,0.0
lmc206,26.0,7.5,4442.339,2.196,-1.23,96.71,4.818,0.0
lmc206,26.0,7.5,4447.717,2.221,-1.36,82.68,4.763,0.0
lmc206,26.0,7.5,4459.117,2.174,-1.29,92.75,4.786,0.0
lmc206,26.0,7.5,4461.653,0.087,-3.19,132.06,4.85,0.0
lmc206,26.0,7.5,4489.739,0.121,-3.9,95.2,4.936,0.0
lmc206,26.0,7.5,4494.563,2.196,-1.14,109.65,4.932,0.0
lmc206,26.0,7.5,4528.614,2.174,-0.89,119.7,4.819,0.0
lmc206,26.0,7.5,4531.148,1.484,-2.1,107.18,4.996,0.0
lmc206,26.0,7.5,4592.651,1.556,-2.46,95.61,5.238,0.0
lmc206,26.0,7.5,4602.941,1.484,-2.21,90.16,4.815,0.0
lmc206,26.0,7.5,4632.912,1.607,-2.9,43.67,5.001,0.0
lmc206,26.0,7.5,4733.591,1.484,-2.99,55.55,5.1,0.0
lmc206,26.0,7.5,4736.773,3.209,-0.67,67.63,5.013,0.0
lmc206,26.0,7.5,4871.318,2.865,-0.34,77.79,4.397,0.0
lmc206,26.0,7.5,4890.755,2.876,-0.38,85.23,4.554,0.0
lmc206,26.0,7.5,4903.31,2.882,-0.89,60.52,4.733,0.0
lmc206,26.0,7.5,4939.687,0.858,-3.25,64.7,4.7,0.0
lmc206,26.0,7.5,4966.089,3.329,-0.79,47.97,4.986,0.0
lmc206,26.0,7.5,4994.13,0.914,-2.97,93.47,4.873,0.0
lmc206,26.0,7.5,5001.864,3.882,-0.01,57.58,4.991,0.0
lmc206,26.0,7.5,5012.068,0.858,-2.6,139.55,5.192,0.0
lmc206,26.0,7.5,5041.072,0.957,-3.09,114.54,5.369,0.0
lmc206,26.0,7.5,5079.74,0.989,-3.25,80.49,5.053,0.0
lmc206,26.0,7.5,5083.339,0.957,-2.84,103.99,4.941,0.0
lmc206,26.0,7.5,5110.413,0.0,-3.76,135.79,5.191,0.0
lmc206,26.0,7.5,5127.36,0.914,-3.25,68.67,4.799,0.0
lmc206,26.0,7.5,5133.689,4.175,0.36,49.19,4.839,0.0
lmc206,26.0,7.5,5142.928,0.957,-3.07,104.65,5.175,0.0
lmc206,26.0,7.5,5150.84,0.989,-3.04,102.79,5.152,0.0
lmc206,26.0,7.5,5151.911,1.01,-3.32,84.98,5.201,0.0
lmc206,26.0,7.5,5166.282,0.0,-4.12,98.62,4.943,0.0
lmc206,26.0,7.5,5171.596,1.484,-1.72,132.59,4.933,0.0
lmc206,26.0,7.5,5194.942,1.556,-2.02,117.9,5.063,0.0
lmc206,26.0,7.5,5216.274,1.607,-2.08,111.11,5.073,0.0
lmc206,26.0,7.5,5225.525,0.11,-4.75,46.6,5.014,0.0
lmc206,26.0,7.5,5254.956,0.11,-4.76,65.6,5.271,0.0
lmc206,26.0,7.5,5263.306,3.263,-0.87,52.45,5.03,0.0
lmc206,26.0,7.5,5283.621,3.239,-0.45,74.34,4.873,0.0
lmc206,26.0,7.5,5324.179,3.211,-0.11,108.84,4.991,0.0
lmc206,26.0,7.5,5328.532,1.556,-1.85,146.73,5.369,0.0
lmc206,26.0,7.5,5341.024,1.607,-1.95,101.89,4.784,0.0
lmc206,26.0,7.5,5393.168,3.241,-0.72,64.83,5.013,0.0
lmc206,26.0,7.5,5397.128,0.914,-1.98,141.68,4.592,0.0
lmc206,26.0,7.5,5405.775,0.989,-1.85,143.69,4.588,0.0
lmc206,26.0,7.5,5429.696,0.957,-1.88,153.29,4.742,0.0
lmc206,26.0,7.5,5434.524,1.01,-2.13,161.83,5.2,0.0
lmc206,26.0,7.5,5497.516,1.01,-2.83,126.89,5.3,0.0
lmc206,26.0,7.5,5501.465,0.957,-3.05,112.35,5.219,0.0
lmc206,26.0,7.5,5506.779,0.989,-2.79,117.51,5.077,0.0
lmc206,26.0,7.5,5569.618,3.414,-0.52,69.31,5.067,0.0
lmc206,26.0,7.5,6335.33,2.196,-2.18,51.0,4.974,0.0
lmc206,26.0,7.5,6430.846,2.174,-1.95,72.32,4.985,0.0
lmc206,26.1,7.5,4178.855,2.583,-2.51,50.82,4.699,0.0
lmc206,26.1,7.5,4233.163,2.583,-2.02,90.14,4.788,0.0
lmc206,26.1,7.5,4416.818,2.778,-2.57,36.03,4.733,0.0
lmc206,26.1,7.5,4491.4,2.856,-2.71,38.85,5.009,0.0
lmc206,26.1,7.5,4508.281,2.856,-2.42,56.22,4.978,0.0
lmc206,26.1,7.5,4515.334,2.844,-2.6,55.61,5.135,0.0
lmc206,26.1,7.5,4520.221,2.807,-2.65,59.08,5.189,0.0
lmc206,26.1,7.5,4522.628,2.844,-2.29,82.78,5.212,0.0
lmc206,26.1,7.5,4576.328,2.844,-2.95,30.51,5.082,0.0
lmc206,26.1,7.5,4583.829,2.807,-1.94,96.27,5.023,0.0
lmc206,26.1,7.5,4923.922,2.891,-1.26,117.07,4.734,0.0
lmc206,26.1,7.5,5018.435,2.891,-1.1,125.58,4.7,0.0
lmc206,27.0,4.99,4121.0,nan,nan,nan,1.88,0.0
lmc206,28.0,6.22,5476.904,1.825,-0.78,75.33,3.217,0.0
lmc206,38.1,2.87,4078.0,nan,nan,nan,-0.329,0.0
lmc206,38.1,2.87,4215.0,nan,nan,nan,-1.036,0.0
lmc206,39.1,2.21,4884.0,nan,nan,nan,-0.315,1.0
lmc206,40.1,2.58,4208.0,nan,nan,nan,0.527,1.0
lmc206,56.1,2.18,4554.0,nan,nan,nan,-1.587,0.0
lmc206,56.1,2.18,4933.0,nan,nan,nan,-1.494,0.0
lmc206,57.1,1.1,4086.0,nan,nan,nan,-0.818,1.0
lmc206,57.1,1.1,4122.0,nan,nan,nan,-0.555,1.0
lmc206,57.1,1.1,4334.0,nan,nan,nan,-1.035,1.0
lmc206,57.1,1.1,4922.0,nan,nan,nan,-0.462,1.0
lmc206,63.1,0.52,4129.0,nan,nan,nan,-1.677,1.0
lmc206,63.1,0.52,4205.0,nan,nan,nan,-1.491,1.0
lmc206,106.0,8.43,4310.0,nan,nan,nan,5.594,0.0
lmc206,106.0,8.43,4323.0,nan,nan,nan,5.456,0.0
lmc215,11.0,6.24,5889.951,0.0,0.108,175.36,3.498,0.0
lmc215,11.0,6.24,5895.924,0.0,-0.194,162.08,3.587,0.0
lmc215,12.0,7.6,4167.271,4.346,-0.745,36.27,4.917,0.0
lmc215,12.0,7.6,4571.096,0.0,-5.623,69.65,4.975,0.0
lmc215,12.0,7.6,4702.991,4.346,-0.44,64.78,5.018,0.0
lmc215,12.0,7.6,5528.405,4.346,-0.498,65.03,5.036,0.0
lmc215,13.0,6.45,3943.0,nan,nan,nan,3.063,0.0
lmc215,13.0,6.45,3962.0,nan,nan,nan,3.204,0.0
lmc215,14.0,7.51,3906.0,nan,nan,nan,4.806,0.0
lmc215,19.0,5.03,7698.974,0.0,-0.178,32.03,2.564,0.0
lmc215,20.0,6.34,4283.011,1.886,-0.224,44.31,3.479,0.0
lmc215,20.0,6.34,4318.652,1.899,-0.21,41.99,3.44,0.0
lmc215,20.0,6.34,4425.437,1.879,-0.358,42.71,3.572,0.0
lmc215,20.0,6.34,4435.679,1.886,-0.519,27.22,3.458,0.0
lmc215,20.0,6.34,4454.779,1.899,0.258,70.55,3.411,0.0
lmc215,20.0,6.34,5588.749,2.524,0.21,35.33,3.588,0.0
lmc215,20.0,6.34,6102.723,1.879,-0.793,34.38,3.77,0.0
lmc215,20.0,6.34,6439.075,2.524,0.47,49.56,3.516,0.0
lmc215,21.1,3.15,4246.0,nan,nan,nan,0.033,0.0
lmc215,21.1,3.15,4313.0,nan,nan,nan,-0.162,0.0
lmc215,21.1,3.15,4324.0,nan,nan,nan,-0.255,0.0
lmc215,21.1,3.15,4399.0,nan,nan,nan,-0.22,0.0
lmc215,21.1,3.15,4415.0,nan,nan,nan,0.069,0.0
lmc215,21.1,3.15,5526.0,nan,nan,nan,0.074,0.0
lmc215,22.0,4.95,3958.205,0.048,-0.11,66.0,2.007,0.0
lmc215,22.0,4.95,3989.758,0.021,-0.13,61.6,1.914,0.0
lmc215,22.0,4.95,4533.239,0.848,0.54,50.65,2.041,0.0
lmc215,22.0,4.95,4534.776,0.835,0.35,46.84,2.154,0.0
lmc215,22.0,4.95,4991.066,0.835,0.45,47.93,2.03,0.0
lmc215,22.0,4.95,4999.503,0.825,0.32,50.69,2.188,0.0
lmc215,22.0,4.95,5007.209,0.818,0.17,52.18,2.35,0.0
lmc215,22.1,4.95,4012.384,0.573,-1.78,111.18,2.367,0.0
lmc215,22.1,4.95,4025.129,0.607,-2.11,63.73,1.832,0.0
lmc215,22.1,4.95,4161.529,1.083,-2.09,40.65,2.025,0.0
lmc215,22.1,4.95,4330.698,1.179,-2.09,47.4,2.236,0.0
lmc215,22.1,4.95,4394.059,1.22,-1.77,53.94,2.063,0.0
lmc215,22.1,4.95,4395.031,1.083,-0.54,133.0,2.093,0.0
lmc215,22.1,4.95,4395.839,1.242,-1.93,47.13,2.145,0.0
lmc215,22.1,4.95,4399.765,1.236,-1.2,96.87,2.206,0.0
lmc215,22.1,4.95,4418.331,1.236,-1.99,35.89,2.013,0.0
lmc215,22.1,4.95,4443.801,1.079,-0.71,118.37,1.929,0.0
lmc215,22.1,4.95,4444.554,1.115,-2.2,40.35,2.146,0.0
lmc215,22.1,4.95,4450.482,1.083,-1.52,77.5,1.992,0.0
lmc215,22.1,4.95,4468.493,1.13,-0.63,121.0,1.959,0.0
lmc215,22.1,4.95,4501.27,1.115,-0.77,112.69,1.902,0.0
lmc215,22.1,4.95,4529.48,1.571,-1.75,27.16,2.012,0.0
lmc215,22.1,4.95,4571.971,1.571,-0.31,101.54,1.78,0.0
lmc215,23.0,3.93,4379.0,nan,nan,nan,1.158,1.0
lmc215,23.0,3.93,4384.0,nan,nan,nan,1.229,1.0
lmc215,23.1,3.93,3952.0,nan,nan,nan,1.424,1.0
lmc215,23.1,3.93,4006.0,nan,nan,nan,1.427,1.0
lmc215,24.0,5.64,4646.162,1.029,-0.74,28.06,2.343,0.0
lmc215,24.0,5.64,5206.023,0.941,0.02,87.05,2.342,0.0
lmc215,25.0,5.43,4753.0,nan,nan,nan,2.469,1.0
lmc215,25.0,5.43,4762.0,nan,nan,nan,2.553,1.0
lmc215,25.0,5.43,4766.0,nan,nan,nan,2.746,1.0
lmc215,25.0,5.43,4782.0,nan,nan,nan,2.421,1.0
lmc215,25.0,5.43,4824.0,nan,nan,nan,2.467,1.0
lmc215,26.0,7.5,3843.257,3.045,-0.21,71.88,4.51,0.0
lmc215,26.0,7.5,3852.573,2.174,-1.19,62.24,4.253,0.0
lmc215,26.0,7.5,3917.181,0.989,-2.15,94.54,4.359,0.0
lmc215,26.0,7.5,3977.741,2.196,-1.12,57.35,4.113,0.0
lmc215,26.0,7.5,4067.978,3.209,-0.53,23.5,4.125,0.0
lmc215,26.0,7.5,4132.058,1.607,-0.68,127.54,4.336,0.0
lmc215,26.0,7.5,4143.415,3.047,-0.21,51.63,4.129,0.0
lmc215,26.0,7.5,4147.669,1.484,-2.07,70.79,4.389,0.0
lmc215,26.0,7.5,4152.169,0.957,-3.16,36.96,4.276,0.0
lmc215,26.0,7.5,4173.921,0.989,-3.29,39.34,4.484,0.0
lmc215,26.0,7.5,4174.913,0.914,-2.94,71.83,4.564,0.0
lmc215,26.0,7.5,4187.039,2.45,-0.56,76.35,4.155,0.0
lmc215,26.0,7.5,4199.095,3.045,0.17,70.67,4.055,0.0
lmc215,26.0,7.5,4216.184,0.0,-3.36,104.78,4.441,0.0
lmc215,26.0,7.5,4233.603,2.482,-0.6,69.33,4.107,0.0
lmc215,26.0,7.5,4282.403,2.174,-0.78,84.82,4.18,0.0
lmc215,26.0,7.5,4291.463,0.052,-4.08,76.16,4.675,0.0
lmc215,26.0,7.5,4337.046,1.556,-1.7,85.14,4.323,0.0
lmc215,26.0,7.5,4375.93,0.0,-3.0,120.95,4.383,0.0
lmc215,26.0,7.5,4389.245,0.052,-4.55,41.13,4.589,0.0
lmc215,26.0,7.5,4408.414,2.196,-1.74,46.16,4.513,0.0
lmc215,26.0,7.5,4415.123,1.607,-0.62,133.56,4.287,0.0
lmc215,26.0,7.5,4427.31,0.052,-2.92,117.79,4.287,0.0
lmc215,26.0,7.5,4442.339,2.196,-1.23,66.4,4.31,0.0
lmc215,26.0,7.5,4447.717,2.221,-1.36,59.05,4.358,0.0
lmc215,26.0,7.5,4459.117,2.174,-1.29,66.53,4.343,0.0
lmc215,26.0,7.5,4461.653,0.087,-3.19,118.65,4.606,0.0
lmc215,26.0,7.5,4489.739,0.121,-3.9,81.3,4.632,0.0
lmc215,26.0,7.5,4494.563,2.196,-1.14,71.34,4.289,0.0
lmc215,26.0,7.5,4528.614,2.174,-0.89,102.46,4.547,0.0
lmc215,26.0,7.5,4531.148,1.484,-2.1,65.85,4.286,0.0
lmc215,26.0,7.5,4592.651,1.556,-2.46,66.49,4.738,0.0
lmc215,26.0,7.5,4602.941,1.484,-2.21,67.5,4.41,0.0
lmc215,26.0,7.5,4736.773,3.209,-0.67,36.99,4.499,0.0
lmc215,26.0,7.5,4871.318,2.865,-0.34,69.51,4.244,0.0
lmc215,26.0,7.5,4890.755,2.876,-0.38,52.55,4.042,0.0
lmc215,26.0,7.5,4903.31,2.882,-0.89,39.31,4.35,0.0
lmc215,26.0,7.5,4939.687,0.858,-3.25,61.16,4.538,0.0
lmc215,26.0,7.5,4994.13,0.914,-2.97,54.22,4.226,0.0
lmc215,26.0,7.5,5012.068,0.858,-2.6,102.09,4.519,0.0
lmc215,26.0,7.5,5041.072,0.957,-3.09,72.9,4.656,0.0
lmc215,26.0,7.5,5041.756,1.484,-2.2,83.72,4.594,0.0
lmc215,26.0,7.5,5051.635,0.914,-2.76,90.12,4.539,0.0
lmc215,26.0,7.5,5083.339,0.957,-2.84,66.42,4.309,0.0
lmc215,26.0,7.5,5098.697,2.174,-2.03,39.24,4.61,0.0
lmc215,26.0,7.5,5110.413,0.0,-3.76,93.5,4.426,0.0
lmc215,26.0,7.5,5123.72,1.01,-3.06,59.55,4.496,0.0
lmc215,26.0,7.5,5127.36,0.914,-3.25,63.08,4.614,0.0
lmc215,26.0,7.5,5142.928,0.957,-3.07,57.26,4.407,0.0
lmc215,26.0,7.5,5150.84,0.989,-3.04,57.68,4.421,0.0
lmc215,26.0,7.5,5151.911,1.01,-3.32,35.4,4.39,0.0
lmc215,26.0,7.5,5166.282,0.0,-4.12,89.55,4.714,0.0
lmc215,26.0,7.5,5171.596,1.484,-1.72,102.1,4.398,0.0
lmc215,26.0,7.5,5194.942,1.556,-2.02,79.42,4.418,0.0
lmc215,26.0,7.5,5202.336,2.174,-1.87,53.92,4.664,0.0
lmc215,26.0,7.5,5227.19,1.556,-1.23,129.15,4.495,0.0
lmc215,26.0,7.5,5254.956,0.11,-4.76,35.33,4.695,0.0
lmc215,26.0,7.5,5269.537,0.858,-1.33,162.63,4.339,0.0
lmc215,26.0,7.5,5283.621,3.239,-0.45,37.33,4.286,0.0
lmc215,26.0,7.5,5324.179,3.211,-0.11,65.38,4.336,0.0
lmc215,26.0,7.5,5328.039,0.914,-1.47,144.32,4.182,0.0
lmc215,26.0,7.5,5328.532,1.556,-1.85,109.06,4.713,0.0
lmc215,26.0,7.5,5341.024,1.607,-1.95,76.42,4.345,0.0
lmc215,26.0,7.5,5371.489,0.957,-1.64,130.71,4.134,0.0
lmc215,26.0,7.5,5397.128,0.914,-1.98,138.83,4.569,0.0
lmc215,26.0,7.5,5405.775,0.989,-1.85,131.24,4.387,0.0
lmc215,26.0,7.5,5429.696,0.957,-1.88,131.3,4.371,0.0
lmc215,26.0,7.5,5434.524,1.01,-2.13,125.98,4.59,0.0
lmc215,26.0,7.5,5497.516,1.01,-2.83,80.49,4.521,0.0
lmc215,26.0,7.5,5501.465,0.957,-3.05,86.57,4.761,0.0
lmc215,26.0,7.5,5506.779,0.989,-2.79,85.1,4.52,0.0
lmc215,26.0,7.5,5569.618,3.414,-0.52,33.17,4.478,0.0
lmc215,26.0,7.5,5572.842,3.394,-0.28,44.69,4.406,0.0
lmc215,26.0,7.5,5586.756,3.366,-0.11,42.65,4.17,0.0
lmc215,26.0,7.5,5615.644,3.332,0.04,68.81,4.36,0.0
lmc215,26.0,7.5,6400.001,3.603,-0.27,31.55,4.382,0.0
lmc215,26.0,7.5,6430.846,2.174,-1.95,42.08,4.477,0.0
lmc215,26.1,7.5,4233.163,2.583,-2.02,87.17,4.466,0.0
lmc215,26.1,7.5,4416.818,2.778,-2.57,30.78,4.288,0.0
lmc215,26.1,7.5,4508.281,2.856,-2.42,47.13,4.51,0.0
lmc215,26.1,7.5,4515.334,2.844,-2.6,35.11,4.472,0.0
lmc215,26.1,7.5,4520.221,2.807,-2.65,36.09,4.494,0.0
lmc215,26.1,7.5,4522.628,2.844,-2.29,61.69,4.592,0.0
lmc215,26.1,7.5,4555.888,2.828,-2.4,40.42,4.344,0.0
lmc215,26.1,7.5,4583.829,2.807,-1.94,76.63,4.422,0.0
lmc215,26.1,7.5,4629.332,2.807,-2.26,42.53,4.211,0.0
lmc215,26.1,7.5,4923.922,2.891,-1.26,92.58,4.063,0.0
lmc215,26.1,7.5,5018.435,2.891,-1.1,90.78,3.861,0.0
lmc215,26.1,7.5,5197.568,3.23,-2.22,41.8,4.629,0.0
lmc215,26.1,7.5,5275.997,3.199,-2.01,44.05,4.413,0.0
lmc215,27.0,4.99,4121.0,nan,nan,nan,1.957,0.0
lmc215,28.0,6.22,5476.904,1.825,-0.78,62.69,2.957,0.0
lmc215,38.1,2.87,4078.0,nan,nan,nan,-0.561,0.0
lmc215,38.1,2.87,4215.0,nan,nan,nan,-1.147,0.0
lmc215,39.1,2.21,4397.0,nan,nan,nan,-0.861,1.0
lmc215,39.1,2.21,4884.0,nan,nan,nan,-0.668,1.0
lmc215,39.1,2.21,4900.0,nan,nan,nan,-0.7,1.0
lmc215,40.1,2.58,4208.0,nan,nan,nan,0.139,1.0
lmc215,56.1,2.18,4554.0,nan,nan,nan,-1.496,0.0
lmc215,56.1,2.18,4933.0,nan,nan,nan,-1.488,0.0
